,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Monthly Income,Debt-to-Income Ratio,Credit Utilization Ratio
208,Fully Paid,171842.0,Short Term,724.0,612199.0,2-3 years,Rent,Debt Consolidation,6734.17,11.8,12.0,0.0,330714.0,558228.0,0.0,0.0,51016.583333333336,0.1319996275720803,0.592435348997184
209,Fully Paid,329120.0,Long Term,715.0,1515896.0,4-6 years,Home Mortgage,Debt Consolidation,21601.48,13.0,19.0,0.0,332576.0,683980.0,0.0,0.0,126324.66666666667,0.17099969918780708,0.48623643966197844
210,Fully Paid,486288.0,Long Term,707.0,1654577.0,2-3 years,Home Mortgage,Debt Consolidation,22612.47,14.9,18.0,0.0,407835.0,821282.0,0.0,0.0,137881.41666666666,0.16399940286852774,0.49658339035800125
211,Fully Paid,104368.0,Short Term,691.0,853974.0,0-1 year,Rent,Debt Consolidation,22559.08,20.0,10.0,1.0,116223.0,195580.0,1.0,0.0,71164.5,0.3169990655453211,0.5942478781061459
212,Fully Paid,205854.0,Short Term,717.0,1898860.0,10+ years,Home Mortgage,Debt Consolidation,31647.73,22.3,6.0,0.0,195738.0,251284.0,0.0,0.0,158238.33333333334,0.20000040024014407,0.778951306091912
214,Fully Paid,111408.0,Short Term,733.0,1154592.0,10+ years,Rent,Debt Consolidation,18762.12,20.4,9.0,0.0,283936.0,465674.0,0.0,0.0,96216.0,0.19499999999999998,0.6097312712326649
215,Fully Paid,284152.0,Short Term,700.0,1054519.0,10+ years,Home Mortgage,Debt Consolidation,15202.66,14.0,12.0,0.0,182780.0,366146.0,0.0,0.0,87876.58333333333,0.17300012612385363,0.49919977276824
217,Fully Paid,149116.0,Short Term,700.0,1380160.0,7-9 years,Home Mortgage,Big Purchase,18171.98,10.8,5.0,0.0,95171.0,112574.0,0.0,0.0,115013.33333333333,0.1579988986784141,0.8040318383845896
218,Fully Paid,396792.0,Long Term,731.0,745997.0,10+ years,Own Home,Debt Consolidation,7522.29,18.7,11.0,0.0,295944.0,835802.0,0.0,0.0,62166.416666666664,0.12100247051931845,0.35408386196730807
219,Fully Paid,128832.0,Short Term,719.0,1483520.0,10+ years,Rent,Debt Consolidation,8381.85,30.9,4.0,0.0,36708.0,64372.0,0.0,0.0,123626.66666666667,0.06779969262295082,0.5702479338842975
220,Fully Paid,152790.0,Short Term,743.0,678661.0,10+ years,Rent,Debt Consolidation,4450.94,14.0,5.0,1.0,119510.0,229086.0,0.0,0.0,56555.083333333336,0.07870097147176572,0.5216818138166452
222,Charged Off,292292.0,Short Term,741.0,666805.0,2-3 years,Rent,Business Loan,6223.45,15.0,7.0,0.0,81016.0,198352.0,0.0,0.0,55567.083333333336,0.11199886023650092,0.40844559167540534
223,Fully Paid,449460.0,Long Term,658.0,1057768.0,2-3 years,Rent,Debt Consolidation,19039.71,16.3,8.0,0.0,367992.0,510290.0,0.0,0.0,88147.33333333333,0.2159987067107343,0.7211428795390856
224,Fully Paid,86724.0,Short Term,716.0,580469.0,4-6 years,Home Mortgage,Debt Consolidation,7352.62,4.9,6.0,0.0,109687.0,182226.0,0.0,0.0,48372.416666666664,0.15200026185722235,0.6019283746556474
227,Fully Paid,763840.0,Short Term,742.0,1639776.0,10+ years,Home Mortgage,Debt Consolidation,23640.18,21.4,9.0,0.0,606461.0,1141800.0,0.0,0.0,136648.0,0.17300055617352614,0.5311446838325451
228,Charged Off,83864.0,Short Term,699.0,564414.0,0-1 year,Rent,Debt Consolidation,11711.6,11.9,12.0,0.0,18639.0,107932.0,0.0,0.0,47034.5,0.24900020197939812,0.17269206537449505
230,Charged Off,142846.0,Short Term,750.0,654227.0,10+ years,Home Mortgage,Debt Consolidation,16246.71,17.2,9.0,0.0,53694.0,112662.0,0.0,0.0,54518.916666666664,0.29800133592774375,0.47659370506470683
231,Charged Off,551980.0,Long Term,720.0,1906840.0,2-3 years,Own Home,Business Loan,33528.54,22.6,6.0,0.0,334780.0,441518.0,0.0,0.0,158903.33333333334,0.2109996014348346,0.7582476818612152
232,Fully Paid,504658.0,Short Term,685.0,3874100.0,10+ years,Rent,Debt Consolidation,4100.2,16.0,7.0,0.0,167827.0,397408.0,0.0,0.0,322841.6666666667,0.012700343305541931,0.42230403011514617
234,Charged Off,177628.0,Long Term,709.0,843771.0,4-6 years,Rent,Debt Consolidation,5027.59,10.3,8.0,0.0,94221.0,172062.0,0.0,0.0,70314.25,0.07150172262379248,0.5475991212469924
236,Fully Paid,398464.0,Long Term,715.0,975004.0,10+ years,Home Mortgage,Debt Consolidation,15356.37,20.5,13.0,0.0,326857.0,650276.0,0.0,0.0,81250.33333333333,0.18900070153558346,0.5026434929168537
237,Fully Paid,732028.0,Short Term,737.0,1724193.0,10+ years,Home Mortgage,Debt Consolidation,32041.22,18.5,14.0,0.0,628425.0,1017698.0,0.0,0.0,143682.75,0.22299976858739132,0.6174965461266505
238,Fully Paid,660132.0,Long Term,722.0,1634323.0,10+ years,Home Mortgage,Debt Consolidation,18931.03,16.7,17.0,1.0,452713.0,927762.0,0.0,1.0,136193.58333333334,0.1390008951718846,0.487962430019768
239,Fully Paid,25894.0,Short Term,748.0,1024727.0,7-9 years,Rent,Debt Consolidation,12723.73,10.2,12.0,0.0,30590.0,492008.0,0.0,0.0,85393.91666666667,0.14900042645504608,0.06217378579210094
241,Fully Paid,77132.0,Short Term,657.0,2093762.0,4-6 years,Rent,Essential Needs,47284.16,15.9,13.0,0.0,588449.0,703142.0,0.0,0.0,174480.16666666666,0.27100019964064687,0.8040318383845896
242,Fully Paid,128634.0,Short Term,695.0,463657.0,4-6 years,Home Mortgage,Other,9891.4,8.7,9.0,0.0,76133.0,134178.0,0.0,0.0,38638.083333333336,0.25600131131418263,0.5674030019824412
243,Fully Paid,429264.0,Short Term,735.0,1816571.0,7-9 years,Own Home,Debt Consolidation,34060.73,11.1,20.0,0.0,387353.0,1520398.0,0.0,0.0,151380.91666666666,0.22500015688899583,0.25477079027991356
245,Charged Off,427988.0,Long Term,729.0,1624082.0,10+ years,Rent,Debt Consolidation,3640.78,19.2,5.0,0.0,132088.0,378576.0,0.0,0.0,135340.16666666666,0.026900956971384452,0.34890748489074846
246,Fully Paid,204248.0,Short Term,737.0,779893.0,4-6 years,Home Mortgage,Debt Consolidation,10788.39,23.0,10.0,0.0,225663.0,588522.0,0.0,0.0,64991.083333333336,0.16599800229005773,0.3834402112410411
247,Fully Paid,653334.0,Short Term,722.0,2068891.0,10+ years,Own Home,Debt Consolidation,29309.21,21.3,9.0,0.0,294291.0,548724.0,0.0,0.0,172407.58333333334,0.16999954081679508,0.5363188050823364
248,Fully Paid,226336.0,Short Term,724.0,1409610.0,4-6 years,Rent,Debt Consolidation,6331.56,17.0,5.0,4.0,79192.0,230428.0,0.0,4.0,117467.5,0.05390052567731501,0.34367351189959555
250,Charged Off,216612.0,Short Term,722.0,897959.0,7-9 years,Own Home,Debt Consolidation,19006.65,10.7,14.0,0.0,321670.0,955042.0,0.0,0.0,74829.91666666667,0.2539980110450477,0.3368124124384059
251,Charged Off,218130.0,Short Term,728.0,602832.0,4-6 years,Home Mortgage,Debt Consolidation,9142.8,17.6,10.0,0.0,202616.0,239888.0,0.0,0.0,50236.0,0.1819969742813918,0.8040318383845896
253,Fully Paid,431288.0,Short Term,738.0,1378165.0,10+ years,Home Mortgage,Debt Consolidation,33879.85,28.8,15.0,1.0,280687.0,409838.0,1.0,0.0,114847.08333333333,0.29499965533880196,0.6848730473992163
254,Fully Paid,541794.0,Long Term,674.0,1538145.0,7-9 years,Home Mortgage,Other,12766.67,33.7,9.0,0.0,300029.0,557634.0,0.0,0.0,128178.75,0.09960051880674449,0.5380392874179121
255,Charged Off,448404.0,Short Term,746.0,1166220.0,10+ years,Home Mortgage,Debt Consolidation,19339.72,14.9,17.0,0.0,306907.0,504064.0,0.0,0.0,97185.0,0.19899902248289347,0.6088651441086846
256,Fully Paid,117854.0,Short Term,709.0,848958.0,10+ years,Home Mortgage,Debt Consolidation,15069.09,15.4,10.0,0.0,404073.0,609994.0,0.0,0.0,70746.5,0.21300120854035182,0.662421269717407
257,Fully Paid,537196.0,Long Term,654.0,2551643.0,10+ years,Home Mortgage,Debt Consolidation,55072.83,27.0,16.0,0.0,734597.0,1466542.0,0.0,0.0,212636.91666666666,0.2589993819668347,0.5009041677633508
258,Fully Paid,196108.0,Short Term,715.0,865602.0,10+ years,Home Mortgage,Debt Consolidation,11397.34,18.8,11.0,1.0,185478.0,259402.0,1.0,0.0,72133.5,0.15800342420650598,0.7150214724635894
259,Fully Paid,337656.0,Short Term,744.0,1205322.0,10+ years,Home Mortgage,Debt Consolidation,12254.05,11.4,6.0,0.0,41876.0,119416.0,0.0,0.0,100443.5,0.12199943251678803,0.3506732766128492
261,Fully Paid,448272.0,Long Term,716.0,1045285.0,10+ years,Home Mortgage,Debt Consolidation,16289.08,23.0,7.0,0.0,115558.0,157432.0,0.0,0.0,87107.08333333333,0.18700063619012997,0.7340184968748412
263,Charged Off,63140.0,Short Term,733.0,363961.72000000003,0-1 year,Rent,Debt Consolidation,2122.49,14.9,3.0,0.0,58463.0,119592.0,0.0,0.0,30330.143333333337,0.06997955719079467,0.48885376948290854
264,Fully Paid,223344.0,Short Term,719.0,1157328.0,7-9 years,Rent,Debt Consolidation,24111.0,17.4,8.0,0.0,100624.0,236830.0,0.0,0.0,96444.0,0.25,0.424878604906473
265,Fully Paid,436172.0,Long Term,744.0,1054747.0,4-6 years,Home Mortgage,Big Purchase,13623.76,22.2,19.0,0.0,387315.0,2156110.0,0.0,0.0,87895.58333333333,0.15499936951705007,0.17963601114970942
266,Fully Paid,157146.0,Short Term,735.0,678566.0,4-6 years,Own Home,Debt Consolidation,12610.11,16.5,7.0,0.0,116793.0,426602.0,0.0,0.0,56547.166666666664,0.22300162401299212,0.2737750877867427
267,Fully Paid,178046.0,Short Term,716.0,2815781.0,10+ years,Home Mortgage,Debt Consolidation,18537.35,22.5,9.0,0.0,486248.0,578666.0,0.0,0.0,234648.41666666666,0.07900053306702474,0.8040318383845896
271,Fully Paid,430100.0,Short Term,739.0,1448655.0,10+ years,Home Mortgage,Debt Consolidation,23782.11,15.4,13.0,0.0,400178.0,716188.0,0.0,0.0,120721.25,0.1970001967342121,0.5587611074187224
272,Fully Paid,562760.0,Short Term,738.0,1263652.0,2-3 years,Rent,Debt Consolidation,12426.0,13.1,8.0,0.0,478021.0,684178.0,0.0,0.0,105304.33333333333,0.11800084200396946,0.6986792910616828
275,Fully Paid,118998.0,Short Term,686.0,576327.0,10+ years,Home Mortgage,Debt Consolidation,10037.7,11.1,11.0,0.0,320834.0,518144.0,0.0,0.0,48027.25,0.20900009890218577,0.6191985239624506
278,Charged Off,224796.0,Short Term,681.0,573819.0,0-1 year,Own Home,Business Loan,4925.37,11.4,6.0,0.0,115862.0,296780.0,0.0,0.0,47818.25,0.10300188735472335,0.3903969270166453
279,Fully Paid,401852.0,Long Term,725.0,1263785.0,10+ years,Home Mortgage,Debt Consolidation,15059.97,15.3,6.0,1.0,58482.0,101376.0,1.0,0.0,105315.41666666667,0.14299872209276102,0.5768821022727273
281,Fully Paid,273482.0,Long Term,693.0,1115699.0,10+ years,Home Mortgage,Debt Consolidation,13667.27,15.9,6.0,0.0,65683.0,109758.0,0.0,0.0,92974.91666666667,0.1469995401985661,0.5984347382423149
282,Fully Paid,323708.0,Short Term,723.0,1640061.0,2-3 years,Rent,Debt Consolidation,21047.44,21.2,14.0,0.0,546782.0,924242.0,0.0,0.0,136671.75,0.1539999304903903,0.5916004682756247
283,Charged Off,88528.0,Short Term,696.0,993833.0,2-3 years,Rent,Debt Consolidation,2550.94,20.8,11.0,0.0,38532.0,241142.0,0.0,0.0,82819.41666666667,0.030801231192765784,0.15978966749881812
287,Fully Paid,110902.0,Short Term,697.0,2202917.0,4-6 years,Rent,Debt Consolidation,30290.18,11.5,20.0,0.0,104291.0,377366.0,0.0,0.0,183576.41666666666,0.1650003881217495,0.2763656503235586
288,Fully Paid,132022.0,Short Term,727.0,855095.0,7-9 years,Rent,Debt Consolidation,14180.08,17.6,10.0,0.0,130131.0,251108.0,0.0,0.0,71257.91666666667,0.19899655593822907,0.5182272169743696
289,Fully Paid,277948.0,Short Term,707.0,1118948.0,10+ years,Rent,Debt Consolidation,29465.58,15.7,11.0,1.0,66994.0,129294.0,1.0,0.0,93245.66666666667,0.3159994566324798,0.5181524278002073
290,Fully Paid,219186.0,Short Term,748.0,2233697.0,2-3 years,Home Mortgage,Debt Consolidation,14779.72,20.6,11.0,0.0,281618.0,939708.0,0.0,0.0,186141.41666666666,0.07940049165128485,0.299686711191136
291,Fully Paid,178684.0,Short Term,739.0,1176727.0,2-3 years,Rent,Debt Consolidation,19514.14,20.7,11.0,0.0,192337.0,281534.0,0.0,0.0,98060.58333333333,0.19900085576348636,0.6831750339213026
292,Fully Paid,108526.0,Short Term,743.0,1312045.0,7-9 years,Home Mortgage,Other,7380.17,19.0,10.0,1.0,71953.0,108504.0,0.0,0.0,109337.08333333333,0.06749923973644197,0.6631368428813684
295,Charged Off,134618.0,Short Term,746.0,968905.0,0-1 year,Rent,Debt Consolidation,16196.74,17.0,17.0,0.0,202540.0,1061170.0,0.0,0.0,80742.08333333333,0.20059849004804395,0.19086480017339352
296,Fully Paid,94974.0,Short Term,694.0,363961.72000000003,0-1 year,Rent,Debt Consolidation,4842.53,9.3,7.0,0.0,162564.0,341000.0,0.0,0.0,30330.143333333337,0.15966063683840154,0.4767272727272727
297,Fully Paid,523248.0,Long Term,668.0,1468662.0,7-9 years,Own Home,Debt Consolidation,39286.68,14.8,9.0,0.0,621585.0,906466.0,0.0,0.0,122388.5,0.32099976713498407,0.6857234579123762
298,Fully Paid,588544.0,Long Term,687.0,1491158.0,4-6 years,Home Mortgage,Debt Consolidation,15284.36,16.3,17.0,0.0,428963.0,1118722.0,0.0,0.0,124263.16666666667,0.1229999235493489,0.3834402112410411
301,Fully Paid,391468.0,Short Term,742.0,629850.0,0-1 year,Rent,Debt Consolidation,10025.16,17.8,8.0,0.0,57570.0,169620.0,0.0,0.0,52487.5,0.19100090497737557,0.3394057304563141
304,Fully Paid,628474.0,Long Term,676.0,1235741.0,10+ years,Home Mortgage,Debt Consolidation,26568.46,26.5,12.0,0.0,252871.0,603702.0,0.0,0.0,102978.41666666667,0.2580002767570227,0.4188672556990038
305,Charged Off,513524.0,Long Term,659.0,1115718.0,4-6 years,Rent,Debt Consolidation,28543.7,12.5,11.0,0.0,469604.0,849618.0,0.0,0.0,92976.5,0.3069990804127925,0.5527236946486539
306,Charged Off,765006.0,Long Term,736.0,4657658.099999993,7-9 years,Own Home,Debt Consolidation,5780.94,24.1,11.0,0.0,369170.0,1978966.0,0.0,0.0,388138.1749999994,0.01489402581954225,0.18654691389341707
309,Fully Paid,130328.0,Short Term,740.0,1707207.0,2-3 years,Rent,Essential Needs,12647.73,23.0,12.0,0.0,445721.0,757834.0,0.0,0.0,142267.25,0.08890120530199325,0.5881512310083739
310,Fully Paid,268664.0,Long Term,718.0,1160178.0,0-1 year,Rent,Debt Consolidation,16049.11,13.3,9.0,0.0,318839.0,818576.0,0.0,0.0,96681.5,0.16599980347843177,0.3895044565196146
313,Fully Paid,334686.0,Short Term,742.0,963490.0,10+ years,Home Mortgage,Debt Consolidation,12284.45,20.5,15.0,0.0,406220.0,863060.0,0.0,0.0,80290.83333333333,0.15299940840070994,0.4706741130396496
317,Fully Paid,175076.0,Short Term,742.0,748486.0,7-9 years,Rent,Other,7983.8,36.4,7.0,0.0,184490.0,240856.0,0.0,0.0,62373.833333333336,0.1279991876935574,0.7659763510147142
318,Charged Off,107712.0,Short Term,744.0,576688.0,10+ years,Rent,Debt Consolidation,7256.67,13.5,15.0,0.0,263321.0,671572.0,0.0,0.0,48057.333333333336,0.15100026357406432,0.39209645428933904
319,Fully Paid,155210.0,Short Term,744.0,1053265.0,4-6 years,Home Mortgage,Debt Consolidation,17466.51,13.3,8.0,0.0,492841.0,640464.0,0.0,0.0,87772.08333333333,0.1989984666726797,0.7695061705263684
322,Fully Paid,753610.0,Long Term,676.0,2212835.0,10+ years,Home Mortgage,Debt Consolidation,35221.06,17.2,17.0,0.0,579158.0,1086866.0,0.0,0.0,184402.91666666666,0.19100055810758595,0.5328697373917299
323,Fully Paid,154748.0,Short Term,748.0,1603657.0,7-9 years,Home Mortgage,Other,8539.55,29.2,11.0,0.0,9842.0,1425820.0,0.0,0.0,133638.08333333334,0.06390057225454071,0.006902694589779916
324,Charged Off,251416.0,Short Term,720.0,1057293.0,4-6 years,Home Mortgage,Essential Needs,13480.5,9.0,12.0,0.0,138377.0,222838.0,0.0,0.0,88107.75,0.1530001617337862,0.6209757761243594
325,Fully Paid,764390.0,Long Term,705.0,1603220.0,2-3 years,Home Mortgage,Debt Consolidation,34869.75,30.6,15.0,0.0,425448.0,1089902.0,0.0,0.0,133601.66666666666,0.26099786679307896,0.3903543621353113
331,Fully Paid,170962.0,Short Term,710.0,598082.0,4-6 years,Rent,Debt Consolidation,7426.15,12.8,14.0,0.0,117211.0,622534.0,0.0,0.0,49840.166666666664,0.1489993010991804,0.18828047945975643
334,Fully Paid,332222.0,Short Term,746.0,891119.0,2-3 years,Rent,Debt Consolidation,11733.07,23.8,9.0,0.0,293683.0,717420.0,0.0,0.0,74259.91666666667,0.15800004264301398,0.4093599286331577
337,Fully Paid,440132.0,Long Term,676.0,1292380.0,4-6 years,Home Mortgage,Debt Consolidation,4157.2,15.6,3.0,0.0,150822.0,219956.0,0.0,0.0,107698.33333333333,0.03860041164363422,0.6856916837913037
339,Fully Paid,112574.0,Short Term,729.0,1555416.0,10+ years,Home Mortgage,Leisure,10706.5,13.7,13.0,0.0,86507.0,770440.0,0.0,0.0,129618.0,0.08260041043682205,0.11228259176574425
340,Fully Paid,88198.0,Short Term,741.0,825968.0,0-1 year,Home Mortgage,Debt Consolidation,3407.08,14.2,9.0,0.0,112727.0,725098.0,0.0,0.0,68830.66666666667,0.049499447920500546,0.15546450272928625
341,Fully Paid,764544.0,Long Term,703.0,1697859.0,4-6 years,Home Mortgage,Big Purchase,17685.96,25.5,10.0,1.0,300789.0,657118.0,1.0,0.0,141488.25,0.12499949642461476,0.4577397058062631
342,Fully Paid,224642.0,Short Term,741.0,1056039.0,2-3 years,Rent,Debt Consolidation,14080.33,38.5,7.0,0.0,252320.0,1047200.0,0.0,0.0,88003.25,0.1599978409888271,0.24094728800611154
343,Fully Paid,446336.0,Long Term,683.0,1117865.0,7-9 years,Home Mortgage,Debt Consolidation,7573.59,15.9,4.0,1.0,148960.0,238898.0,1.0,0.0,93155.41666666667,0.0813005863856548,0.6235297072390728
344,Charged Off,447656.0,Short Term,732.0,1585113.0,10+ years,Home Mortgage,Debt Consolidation,20342.16,17.4,8.0,0.0,309054.0,503316.0,0.0,0.0,132092.75,0.15399906505088282,0.61403571513721
345,Charged Off,261910.0,Short Term,675.0,1438509.0,4-6 years,Own Home,Other,24334.82,15.6,9.0,1.0,74214.0,767272.0,1.0,0.0,119875.75,0.2030003566192495,0.09672449926492821
347,Fully Paid,146982.0,Short Term,670.0,981578.0,10+ years,Rent,Debt Consolidation,25030.22,22.5,19.0,0.0,532589.0,828872.0,0.0,0.0,81798.16666666667,0.30599976772095544,0.6425467382177223
348,Fully Paid,533698.0,Long Term,699.0,1853298.0,0-1 year,Rent,Debt Consolidation,30270.61,21.6,18.0,0.0,342209.0,589644.0,0.0,0.0,154441.5,0.19600049209571263,0.5803654408422709
351,Fully Paid,163482.0,Short Term,711.0,564756.0,10+ years,Rent,Essential Needs,6447.65,12.4,9.0,0.0,216809.0,318186.0,0.0,0.0,47063.0,0.13700040371417035,0.6813907588643121
352,Fully Paid,173316.0,Short Term,744.0,954275.0,2-3 years,Home Mortgage,Debt Consolidation,6457.15,13.2,5.0,0.0,327541.0,780384.0,0.0,0.0,79522.91666666667,0.081198606271777,0.4197177287079182
354,Fully Paid,64526.0,Short Term,747.0,363961.72000000003,0-1 year,Rent,Debt Consolidation,4799.4,10.1,8.0,0.0,72257.0,172128.0,0.0,0.0,30330.143333333337,0.1582386191602787,0.41978643799962817
355,Charged Off,47806.0,Short Term,671.0,835620.0,2-3 years,Rent,Other,3070.97,12.8,10.0,0.0,48051.0,60764.0,0.0,0.0,69635.0,0.04410095497953615,0.7907807254295306
357,Charged Off,147576.0,Short Term,748.0,463429.0,2-3 years,Rent,Debt Consolidation,8573.56,12.9,20.0,0.0,88939.0,357588.0,0.0,0.0,38619.083333333336,0.22200319790086503,0.248719196393615
358,Fully Paid,545160.0,Long Term,699.0,3954888.0,10+ years,Home Mortgage,Debt Consolidation,27881.93,18.1,15.0,0.0,163020.0,215974.0,0.0,0.0,329574.0,0.08459990775971406,0.7548130793521443
359,Fully Paid,657294.0,Short Term,691.0,2270652.0,4-6 years,Rent,Debt Consolidation,24031.01,11.3,12.0,0.0,405327.0,811998.0,0.0,0.0,189221.0,0.12699969876493622,0.4991724117547088
362,Fully Paid,43318.0,Short Term,708.0,897769.0,4-6 years,Rent,Other,7391.57,17.9,2.0,0.0,3382.0,22148.06,0.0,0.0,74814.08333333333,0.09879917885335761,0.15269960438972985
363,Fully Paid,44792.0,Short Term,723.0,502892.0,7-9 years,Rent,Other,7794.75,7.5,9.0,1.0,193781.0,358446.0,0.0,1.0,41907.666666666664,0.18599818648934563,0.5406142068819292
366,Fully Paid,268004.0,Short Term,750.0,867996.0,10+ years,Rent,Debt Consolidation,21410.53,23.0,15.0,0.0,309776.0,1203664.0,0.0,0.0,72333.0,0.2959994746519569,0.25736085817969134
367,Fully Paid,776864.0,Short Term,687.0,1629383.0,10+ years,Home Mortgage,Debt Consolidation,34895.78,19.6,24.0,1.0,481783.0,950334.0,1.0,0.0,135781.91666666666,0.2569987289667316,0.5069617629170375
369,Fully Paid,33154.0,Short Term,713.0,572793.0,10+ years,Rent,Leisure,13412.86,11.8,10.0,2.0,49153.0,178948.0,2.0,0.0,47732.75,0.2809991043884964,0.2746775599615531
370,Fully Paid,450384.0,Short Term,746.0,1166904.0,10+ years,Home Mortgage,Big Purchase,31506.37,20.2,12.0,0.0,332918.0,687126.0,0.0,0.0,97242.0,0.3239996092223525,0.4845079359535224
371,Fully Paid,662310.0,Short Term,699.0,1258389.0,10+ years,Home Mortgage,Debt Consolidation,13213.17,17.5,8.0,1.0,302309.0,562782.0,1.0,0.0,104865.75,0.1260008153281696,0.5371689215362254
372,Fully Paid,353232.0,Short Term,712.0,823707.0,10+ years,Home Mortgage,Debt Consolidation,13659.67,9.8,9.0,0.0,117496.0,242968.0,0.0,0.0,68642.25,0.1989979932184624,0.48358631589345097
374,Fully Paid,221056.0,Short Term,741.0,954560.0,10+ years,Rent,Debt Consolidation,9386.57,12.0,19.0,0.0,117420.0,229658.0,0.0,0.0,79546.66666666667,0.11800079617834394,0.511281993224708
376,Fully Paid,469678.0,Long Term,667.0,2250246.0,4-6 years,Home Mortgage,Debt Consolidation,51380.56,14.6,43.0,0.0,979526.0,1543102.0,0.0,0.0,187520.5,0.2739996960332337,0.6347772214668894
380,Fully Paid,319726.0,Short Term,749.0,952185.0,2-3 years,Home Mortgage,Debt Consolidation,17059.91,21.2,8.0,0.0,299725.0,778140.0,0.0,0.0,79348.75,0.21499910206524991,0.3851813298378184
381,Fully Paid,460350.0,Short Term,736.0,888041.0,4-6 years,Own Home,Debt Consolidation,18796.89,27.2,9.0,0.0,547504.0,816948.0,0.0,0.0,74003.41666666667,0.2540002995357196,0.6701821902985258
386,Fully Paid,328350.0,Short Term,745.0,1343243.0,10+ years,Home Mortgage,Debt Consolidation,11529.39,19.4,7.0,0.0,373958.0,600578.0,0.0,0.0,111936.91666666667,0.10299899571410384,0.6226635008275362
